"1991";"29";"Héctor Manuel Francolino";"Frente Justicialista Federal"
"1991";"30";"Juan Carlos Salas";"Unión Cívica Radical"
"1991";"31";"Jorge Adalberto Juan Corena";"Frente Justicialista Federal"
"1991";"24";"Oscar Alberto Centanni";"Unión Cívica Radical"
"1991";"25";"Pedro Juan Testani";"Frente Justicialista Federal"
"1991";"26";"Juan Carlos Amores";"Frente Justicialista Federal"
"1991";"27";"Néstor Alberto Giorno";"Frente Justicialista Federal"
"1991";"28";"Ricardo Oscar Wagner";"Frente Justicialista Federal"
"1991";"32";"Jorge Francisco Munarriz";"Unión Cívica Radical"
"1991";"33";"Alfredo César Meckievi";"Frente Justicialista Federal"
"1991";"34";"Adalberto Del Negro";"Frente Justicialista Federal"
"1991";"35";"Fernando Argentino Valle";"Frente Justicialista Federal"
"1991";"36";"Luis Manuel Obarrio";"Frente Justicialista Federal"
"1991";"37";"Ricardo Angel Bozzani";"Defensa Comunal de Exaltación de la Cruz"
"1991";"38";"Julio Alberto Carpinetti";"Frente Justicialista Federal"
"1991";"127";"Patricio Antonio Garcia";"Frente Justicialista Federal"
"1991";"39";"Carlos Andrés Molina";"Frente Justicialista Federal"
"1991";"40";"Aldo Rubén Sivero";"Frente Justicialista Federal"
"1991";"41";"José Oscar Salvia";"Frente Justicialista Federal"
"1991";"42";"Ricardo Julio Callegari";"Frente Justicialista Federal"
"1991";"43";"Aníbal Eugenio Loubet";"Unión Cívica Radical"
"1991";"44";"Juan Carlos Pellita";"Frente Justicialista Federal"
"1991";"45";"Juan Carlos Calo";"Frente Justicialista Federal"
"1991";"46";"Gustavo Enrique Dubsky";"Unión Cívica Radical"
"1991";"47";"Luis Emilio Romano";"Unión Cívica Radical"
"1991";"48";"César Augusto Uribarri";"Frente Justicialista Federal"
"1991";"49";"Luis Alberto Bruni";"Unión Cívica Radical"
"1991";"50";"Mario Roberto Russak";"Union del Centro Democratico"
"1991";"51";"Oscar Jorge Di Landro";"Frente Justicialista Federal"
"1991";"52";"Antonio César Libonati";"Frente Justicialista Federal"
"1991";"201";"Luis Alfredo Ortega";"Frente Justicialista Federal"
"1991";"54";"Elio Arnaldo Torregiani";"Unión Cívica Radical"
"1991";"55";"Alberto Miguel Ballari";"Unión Cívica Radical"
"1991";"56";"Elba Neli Alvarez";"Unión Cívica Radical"
